"id","oc4ids_identifier","title","description","purpose","status","created_at","project_type","project_sector","pde","pde_category","market_price"
"16","oc4ids-o8h2mh-1645781285-16","Renovation of a  classroom block at Kitebere P/S","Renovation of a seven classroom block at Kitebere P/S","Provide conducive  learning environment","identification","2022-02-25 09:28:05","Rehabilitation","Education",NULL,NULL,NULL
"17","oc4ids-o8h2mh-1645781379-17","Renovation of a classroom block at Kiggwa P/S","Renovation of a two  classroom block at Kiggwa P/S","Provide a conducive learning environment","identification","2022-02-25 09:29:39","Rehabilitation","Education",NULL,NULL,NULL
"18","oc4ids-o8h2mh-1645781482-18","Renovation of doctor's house A at Mityana hospital","Renovation of doctor's house A at Mityana hospital","provide conducive environment for health workers","identification","2022-02-25 09:31:22","Rehabilitation","Health",NULL,NULL,NULL
"19","oc4ids-o8h2mh-1645790140-19","Renovation  works for schools in Namungo sub county","Renovation  works for schools in Namungo sub county; Kiteete, Mpumudde, Namungo R/C, Kisaana Umea,Namungo C/U, Mpirigwa C/U, Nabutaka, St.Luke Mpirigwa, Kasangula,Mugulu R/C and Kawolongojjo primary schools in Namungo sub county","To provide convenient learning  environment","identification","2022-02-25 11:55:40","Rehabilitation","Education",NULL,NULL,NULL
"20","oc4ids-o8h2mh-1645791791-20","Renovation of primary schools in Kikandwa sub county","Renovation of primary schools in Kikandwa sub county; Bambula, Kajoji, Kabilamuliro, Nakaseeta, Nakwaya, Luwunga, Kibanda, St.Kizito Namigavu, Nampewo and Kabongezo.","Conducive learning environment","identification","2022-02-25 12:23:11","Rehabilitation","Education",NULL,NULL,NULL
"21","oc4ids-o8h2mh-1645792097-21","Renovation of primary schools in Bbanda and Maanyi sub counties","Renovation of primary schools in Bbanda and Maanyi sub counties; Nsoga, Misigi,Ggulwe Umea,Kabayenga SDA, St.Noah Kimuli, Bujubi, Buluma, Nfumbye SDA, Bbanda UMea,Bbanda C/U, Bbanda R/C, Ndiraweeru,Lusalira, Bukola and Buzibazi","provide conducive learning environment","identification","2022-02-25 12:28:17","Rehabilitation","Education",NULL,NULL,NULL
"27","oc4ids-o8h2mh-1648801486-27","Civil Works for the Upgrading of the Nabumali-Butaleja-Namutumba Road (72.0km) from gravel to paved (Bituminous) Standard","Upgrading of the Nabumali-Butaleja-Namutumba (72.0Km) from gravel tp paved (Bituminous) Standard","To replace the existing road that is class c gravel road and to ease the link between Mbale - Tororo Section of A109 and Mbale-Busembatia-Iganga Section of A109","identification","2022-04-01 08:24:46","Construction","Road transport",NULL,NULL,NULL
"29","oc4ids-o8h2mh-1649842148-29","Design and Build of Package 6A upgrading of Kabwoya - Buhuka Road (43km)","Kabwoya Trdaing Centre along the existing Kigumba- Kabwoya","Facilitate development of the oil production facilities in the Albertine Graben and delivery of first oil.","identification","2022-04-13 09:29:08","Construction","Road transport",NULL,NULL,NULL
"30","oc4ids-o8h2mh-1650877607-30","Construction of a 5-Stance VIP latrine at Muyebe PS",NULL,"To provide a place for both short and long calls to the pupils of Muyebe Primary School","identification","2022-04-25 09:06:47","Construction","Education",NULL,NULL,NULL
"31","oc4ids-o8h2mh-1653551184-31","Consultancy Services for Design and Supervision of Construction of the Proposed Border Facilities at Mpondwe and Bunagana Border Post","To support regional peace and stability through programs to improve livelihoods in Border areas, promote cross border trade and strengthen economic interdependence.","to provide sufficient information to enable prospective bidders understand the assignment, its correct execution and prepare consultancy proposals that are realistic, competitive and meet the needs of MOWT in the proposes project.","identification","2022-05-26 07:46:24","Construction","Economy",NULL,NULL,NULL
"35","oc4ids-o8h2mh-1653561696-35","Emergency Reconstruction of Saka Swamp Crossing on the Kaliro - Pallisa National Road Network under Design and Build Scheme",NULL,NULL,"identification","2022-05-26 10:41:36","Construction","Road transport",NULL,NULL,NULL
"36","oc4ids-o8h2mh-1653562278-36","Civil works for the Refurbishment of the Post-Cras Care Centre Theatre Block at Kaproron Health Centre IV",NULL,NULL,"identification","2022-05-26 10:51:18","Rehabilitation","Health",NULL,NULL,NULL
"37","oc4ids-o8h2mh-1653562606-37","Design and Build  of Package 6B (Upgrading of Karugutu - Ntoroko Road (56.5Km), Link to Rwebisengo (8.2km) and 3.3km of Town Roads in Ntoroko",NULL,NULL,"identification","2022-05-26 10:56:46","Construction","Road transport",NULL,NULL,NULL
"38","oc4ids-o8h2mh-1653562930-38","Civil works for the Upgrading of the Luku - Kalangala - Mulabana Road (65.3km), 7No. Town Roads (10.67km) from gravel to paved (bituminous) standard and  2No. Ferry Landing Sites",NULL,NULL,"identification","2022-05-26 11:02:10","Construction","Road transport",NULL,NULL,NULL
"39","oc4ids-o8h2mh-1653563092-39","Design and Build of Iganga - Bulopa - Kamuli Road (56.3km)",NULL,NULL,"identification","2022-05-26 11:04:52","Construction","Road transport",NULL,NULL,NULL
"41","oc4ids-o8h2mh-1653563407-41","Civil works for the Upgrading of Selected Access roads in Rushere Town (3km) and Kyamate Access Roads (2.6Km) to Bitumen Paved standard",NULL,NULL,"identification","2022-05-26 11:10:07","Construction","Road transport",NULL,NULL,NULL
"42","oc4ids-o8h2mh-1653563585-42","Completion of Building works at Plot 783 Block 216 Buye Ntinda along Kampala - Northern Bypass",NULL,NULL,"identification","2022-05-26 11:13:05","Construction","Road transport",NULL,NULL,NULL
"43","oc4ids-o8h2mh-1653563979-43","Civil Works for the Rehabilitation of Karuma-Olwiyo Road (43.5KM",NULL,NULL,"identification","2022-05-26 11:19:39","Rehabilitation","Road transport",NULL,NULL,NULL
"46","oc4ids-o8h2mh-1653649543-46","Rehabilitation of Community Access Roads in Various Districts","Rehabilitating  Community Access roads under Community Roads Improvement Project","To consolidate and increase the stock and quality of productive infrastructure (Integrated transport infrastructure and services)","identification","2022-05-27 11:05:43","Rehabilitation","Road transport",NULL,NULL,NULL
"47","oc4ids-o8h2mh-1653652579-47","Rehabilitation of Community Access Roads in Various Districts : (Bududa - Rwampara)","Rehabilitation of Community Roads under Community Roads Improvement  Project","Rehabilitation to improve road accessibility in Rural Areas for improved standard of living in Rural Communities and reduce transport costs","identification","2022-05-27 11:56:19","Rehabilitation","Road transport",NULL,NULL,NULL
"48","oc4ids-o8h2mh-1653655173-48","Construction  Works for Upgrading / Rehabilitation of Kiwologoma- Kitukutwe- Kijabijjo Road 4.5km - Kira Municipality","Rehabilitation and Upgrading to Bituminous Standards","to improve road accessibility,  and reduce transport costs","identification","2022-05-27 12:39:33","Construction","Road transport",NULL,NULL,NULL
"49","oc4ids-o8h2mh-1653655985-49","Construction Works for Upgrading/Rehabilitation of Jinja Industrial City Roads - 57Km Phase 1 of 18Km  in Jinja Municipality","To rehabilitate /upgrade the industrial Roads for easy  accessibility","Rehabilitate  and  improve road in Jinja Industrial City","identification","2022-05-27 12:53:05","Rehabilitation","Road transport",NULL,NULL,NULL
"50","oc4ids-o8h2mh-1653656986-50","Construction of Karujumba Bridge in Kasese District and Bugibuni - Bunadasa Bridge in Sironko District","Construction of Bridges  in two (2) districts of  Kasese and Sironko","to improve road accessibility in Rural Areas for improved standard of living in Rural Communities and reduce transport costs","identification","2022-05-27 13:09:46","Construction","Road transport",NULL,NULL,NULL
"51","oc4ids-o8h2mh-1653658195-51","Construction Works for upgrading shimoni Road and Nsansa -Namugongo Roads 6.5km  Phase 1 of 2.5km","upgrading of shimoni Road, Nsansa Road and Namugongo Road  to bituminous standards","improve road accessibility in  Areas for improved standard of living","identification","2022-05-27 13:29:55","Construction","Road transport",NULL,NULL,NULL
"52","oc4ids-o8h2mh-1653659155-52","The Construction of the One Stop Centre Building - Uganda Railway Corporation","One Stop Centre Building to accommodate the Driving Licensing, Motor Vehicle Registration and other Regulatory and Licensing Offices","One Stop Centre Building to accommodate the Driving Licensing, Motor Vehicle Registration and other Regulatory and Licensing Offices","identification","2022-05-27 13:45:55","Construction","Transport",NULL,NULL,NULL
"60","oc4ids-o8h2mh-1654153533-60","KINDEKE PIPED WATER SCHEME PHASE 1","CONSTRUCTION OF A PIPED WATER SCHEME AT KINDEKE TRADING CENTER PHASE 1","SANITATION","identification","2022-06-02 07:05:33","Construction","Water and waste",NULL,NULL,NULL
"61","oc4ids-o8h2mh-1654154838-61","PROTECTION OF LUTUKUMA SPRINGS  AND EXTENSION OF WATER","PROTECTION OF SPRINGS","SANITATION","identification","2022-06-02 07:27:18","Construction","Water and waste",NULL,NULL,NULL
"73","oc4ids-o8h2mh-1654689305-73","Completion of Refurbishing and Equipping of Busolwe General Hospital",NULL,NULL,"identification","2022-06-08 11:55:05","Construction","Health",NULL,NULL,NULL
"74","oc4ids-o8h2mh-1654696253-74","XRD PRE-INSTALLATION REQUIREMENTS FOR THE DIRECTORATE OF GEOLOGICAL SURVEY AND MINES LABORATORIES IN ENTEBBE",NULL,NULL,"identification","2022-06-08 13:50:53","Rehabilitation","Energy",NULL,NULL,NULL
"75","oc4ids-o8h2mh-1654848511-75","132kV Mirama-Kabale Transmission Line and Distribution Project","Contract for Plant Design and Installation of Lot 2 132/33kV Mirama Substation-Extension and 132 New Kabale Substations and Lot 1 132kV Transmission Line","To contribute to economic growth and improve the living standard of the country by providing electricity supply and meeting the demand in the South West regions of Uganda","identification","2022-06-10 08:08:31","Construction","Energy",NULL,NULL,NULL
"78","oc4ids-o8h2mh-1654854201-78","400KV MASKA WEST –MBARARA SOUTH DOUBLE CIRCUIT TRANSMISSION LINE","Plant, Design, Supply Installation and Commissioning with significant Environment and Social Impact for the establishment of 400KV Masaka Mbarara Transmission Line with 220KV terminal Bays","To cater for the growing demand of electricity, evacuation of upcoming generation and establishment of an efficient transmission network in the country by reinforcing 400KV and 220KV Transmission network","identification","2022-06-10 09:43:21","Construction","Energy",NULL,NULL,NULL
"80","oc4ids-o8h2mh-1655127499-80","Renovation of the Ministry of Health Building-Mechanical Installation","From the assessments done it was found that among the critical areas that require immediate attention is replacement of sanitary fittings and rehabilitation of the plumbing system to save water","To replace sanitary fittings and rehabilitation of the plumbing system to save water","identification","2022-06-13 13:38:19","Rehabilitation","Health",NULL,NULL,NULL
"83","oc4ids-o8h2mh-1655798959-83","Civil works for the Upgrading of Town Roads (15.15Km) in Masindi Municipality and Kigumba Town Council under Kigumba - Bulima Road (69Km) Project","Upgrading of Town Roads (15.15Km) in Masindi Municipality and Kigumba Town Council under Kigumba - Bulima Road (69Km) Project","Construction from gravel to paved standards","identification","2022-06-21 08:09:19","Construction","Road transport",NULL,NULL,NULL
"84","oc4ids-o8h2mh-1655803726-84","Design and Build of Kotido - Kaabong Road (69.2km)","Design and Build of Kotido - Kaabong Road (69.2km)","Design and Build of Kotido - Kaabong Road (69.2km)","identification","2022-06-21 09:28:46","Construction","Road transport",NULL,NULL,NULL
"85","oc4ids-o8h2mh-1656396639-85","Civil works for the Upgrading of the Ishasha - Katunguru Road (88Km) form Gravel to Paved (Bituminous) Standard","Upgrading of the Ishasha - Katunguru Road (88Km) form Gravel to Paved (Bituminous) Standard","Upgrading to Class 11 Standard paved road","identification","2022-06-28 06:10:39","Construction","Road transport",NULL,NULL,NULL
"86","oc4ids-o8h2mh-1656490504-86","Extra works on the Multi purpose Laboratory at NACORI",NULL,NULL,"identification","2022-06-29 08:15:04","Expansion","Governance",NULL,NULL,NULL
"88","oc4ids-o8h2mh-1656493751-88","Construction/extension of of the powerline and reticulation to the Maruzi Farm",NULL,NULL,"identification","2022-06-29 09:09:11","Construction","Energy",NULL,NULL,NULL
"89","oc4ids-o8h2mh-1656494397-89","Construction of a heifer barn at NaLIRRI",NULL,NULL,"identification","2022-06-29 09:19:57","Construction","Economy",NULL,NULL,NULL
"92","oc4ids-o8h2mh-1656497008-92","Water extension at Maruzi",NULL,NULL,"identification","2022-06-29 10:03:28","Expansion","Water and waste",NULL,NULL,NULL
"93","oc4ids-o8h2mh-1656501215-93","Renovation and remodelling of Bugusege guest house into staff residential house",NULL,NULL,"identification","2022-06-29 11:13:35","Rehabilitation","Social housing",NULL,NULL,NULL
"99","oc4ids-o8h2mh-1657268582-99","Package 2: Construction works for a Treated Water Transmission Pipeline from Karuma to Gulu","Construction works for a 73KM Treated Water Transmission Pipeline from Karuma to Gulu","Transmiting clean safe water to Gulu Area, from Karuma, in order to fix water shortages withn the Area and sorrounding communities","identification","2022-07-08 08:23:02","Construction","Water and waste",NULL,NULL,NULL
"98","oc4ids-o8h2mh-1657188565-98","Construction works for Lyantonde water Supply Project","The works consist of: Water Abstraction Intake at Rukukuru Landing Site, Kiruhura, raw water pumping main and associated pipework fittings and civil works, Water Treatment Works at Rikururu Landing Site, Kiruhura","To supply water in various areas in Lyantonde District and neighbouring areas.","identification","2022-07-07 10:09:25","Construction","Water and waste",NULL,NULL,NULL
"100","oc4ids-o8h2mh-1657268881-100","Construction Works for South Western Cluster – Development of Water and Sanitation Infrastructure for the Mbarara Masaka Areas Package 3: Masaka.","Component A – Design and Construction of a 14,000m3/d Water Treatment Plant Including a Water Intake
Component B – Rehabilitation of a 7,000m3/d Water Treatment Plant (Nabajjuzi)
Component C: Construction of Transmission Mains
Component D: Construction of Reservoirs
•	A 2,000 m3 concrete ground reservoir at Kako, associated with a pumping unit to feed the existing 100 m3 steel elevated tank;
Component E: Construction of Distribution Network with Sectorization (Masaka City)
Component F: Pro-poor Facilities and Equipment 
Component G: Rehabilitation of Bukoyolo WWTP and Sewerage Network
Component H: Kassijagira Waste Stabilization Ponds and Sewerage network
Component I: Faecal Sludge treatment facility.","Implementation of the water supply and wastewater treatment infrastructure in Masaka City and its Environs","identification","2022-07-08 08:28:01","Construction","Water and waste",NULL,NULL,NULL
"101","oc4ids-o8h2mh-1657269883-101","South Western Cluster Towns project - Package 2 - Construction of Mbarara water and sanitation infrastructure","Selection of Firms through a prequalification phase to be conducted and the Firms are later to receive request for proposals against which they shall submit proposals","Development of the Water and sanitation infrastructure for the Mbarara - Masaka Areas","identification","2022-07-08 08:44:43","Construction","Water and waste",NULL,NULL,NULL
"102","oc4ids-o8h2mh-1657273726-102","Kampala Water - Lake Victoria Water and Sanitation Project- Package 2b Rehabilitation, Restructuring, Rezoning and the Extension of Greater Kampala Metropolitan Water Supply Network – Phase 1 - Construction of Primary Network","The envisaged scope of services entails the procurement and installation of about 70 km of new pipelines
ranging up to DN 1,400 mm, the construction of storage reservoirs/tanks and booster stations, and the
installation of electro-mechanical and SCADA components in the Greater Kampala Metropolitan Area,
which may cover densely inhabited areas","Extension of Greater Kampala Metropolitan Water Supply Network – Phase 1- Construction of Primary Network.","identification","2022-07-08 09:48:46","Construction","Water and waste",NULL,NULL,NULL
"104","oc4ids-o8h2mh-1657275108-104","Temangalo Housing Project","Temangalo Housing Project","Temangalo Housing Project","identification","2022-07-08 10:11:48","Construction","Social housing",NULL,NULL,NULL
"105","oc4ids-o8h2mh-1657276447-105","Lubowa Housing Project - Phase 1","Lubowa Housing Project - Phase 1","Lubowa Housing Project - Phase 1","identification","2022-07-08 10:34:07","Construction","Social housing",NULL,NULL,NULL
"107","oc4ids-o8h2mh-1657525411-107","Pension Administrative System","Pension Administrative System","Pension Administrative System","identification","2022-07-11 07:43:31","Replacement","Social housing",NULL,NULL,NULL
"108","oc4ids-o8h2mh-1657530141-108","Construction of Pension Towers Phase 2","Construction of Pension Towers Phase 2","Construction of Pension Towers Phase 2","identification","2022-07-11 09:02:21","Construction","Social housing",NULL,NULL,NULL
"116","oc4ids-o8h2mh-1668394943-116","Construction of a hollow steel section roof for the National Livestock Quarantine and Evaluation Centre-Western","Construction of a hollow steel section roof for the National Livestock Quarantine and Evaluation Centre-Western","Construction of a hollow steel section roof for the National Livestock Quarantine and Evaluation Centre-Western","identification","2022-09-22 03:02:23","Construction","Governance",NULL,NULL,NULL
"117","oc4ids-o8h2mh-1668395374-117","Construction of a biodigester plant system at National Livestock Quarantine and Evaluation Centre-Western","Construction of a biodigester plant system at National Livestock Quarantine and Evaluation Centre-Western","Construction of a biodigester plant system at National Livestock Quarantine and Evaluation Centre-Western","identification","2022-10-17 03:09:34","Construction","Governance",NULL,NULL,NULL
"118","oc4ids-o8h2mh-1668395639-118","Construction of a flush toilet facility, renovation of nitrogyen plant, a cattle dip structure and car parking shed at bullstud","Construction of a flush toilet facility, renovation of nitrogyen plant, a cattle dip structure and car parking shed at bullstud","Construction of a flush toilet facility, renovation of nitrogyen plant, a cattle dip structure and car parking shed at bullstud","identification","2022-09-22 03:13:59","Construction","Water and waste",NULL,NULL,NULL
"119","oc4ids-o8h2mh-1668395919-119","Construction of a biodigester plant system at National Livestock Quarantine and Evaluation Centre-Eastern",NULL,"Construction of a biodigester plant system at National Livestock Quarantine and Evaluation Centre-Eastern","identification","2022-10-12 03:18:39","Construction","Water and waste",NULL,NULL,NULL
"120","oc4ids-o8h2mh-1668396001-120","Additional work for th biodigester plant and construction of a waterborne toilet unit at National Livestock Quarantine and evaluation centre-Eastern","Additional work for th biodigester plant and construction of a waterborne toilet unit at National Livestock Quarantine and evaluation centre-Eastern","Additional work for th biodigester plant and construction of a waterborne toilet unit at National Livestock Quarantine and evaluation centre-Eastern","identification","2022-09-22 03:20:01","Expansion","Water and waste",NULL,NULL,NULL
"121","oc4ids-o8h2mh-1668396106-121","Construction of a high performance diary cattle shed","Construction of a high performance diary cattle shed","Construction of a high performance diary cattle shed","identification","2022-09-21 03:21:46","Construction","Water and waste",NULL,NULL,NULL
"122","oc4ids-o8h2mh-1668396198-122","Additional works on a biodigester plant system and construction of a waterborne toilet unit at National Livestock Quarantine and Evaluation Centre-Western","Additional works on a biodigester plant system and construction of a waterborne toilet unit at National Livestock Quarantine and Evaluation Centre-Western","Additional works on a biodigester plant system and construction of a waterborne toilet unit at National Livestock Quarantine and Evaluation Centre-Western","identification","2022-09-21 03:23:18","Expansion","Water and waste",NULL,NULL,NULL
"123","oc4ids-o8h2mh-1668396305-123","Additional concrete, steel and water works for the National LivestockQuarantine and Evaluation Centre-Western","Additional concrete, steel and water works for the National LivestockQuarantine and Evaluation Centre-Western","Additional concrete, steel and water works for the National LivestockQuarantine and Evaluation Centre-Western","identification","2022-09-21 03:25:05","Expansion","Water and waste",NULL,NULL,NULL
"124","oc4ids-o8h2mh-1668396444-124","Construction of two spray races","Construction of two spray races","Construction of two spray races","identification","2022-09-21 03:27:24","Construction","Water and waste",NULL,NULL,NULL
"125","oc4ids-o8h2mh-1668396525-125","Additional works on a biodigester plant system and construction of a waterborne toilet unit at National Livestock Quarantine and Evaluation Centre-Western","Additional works on a biodigester plant system and construction of a waterborne toilet unit at National Livestock Quarantine and Evaluation Centre-Western","Additional works on a biodigester plant system and construction of a waterborne toilet unit at National Livestock Quarantine and Evaluation Centre-Western","identification","2022-09-21 03:28:45","Expansion","Water and waste",NULL,NULL,NULL
"126","oc4ids-o8h2mh-1668396627-126","Additional concrete, steel and water works for the National LivestockQuarantine and Evaluation Centre-Western","Additional concrete, steel and water works for the National LivestockQuarantine and Evaluation Centre-Western","Additional concrete, steel and water works for the National LivestockQuarantine and Evaluation Centre-Western","identification","2022-08-16 03:30:27","Expansion","Water and waste",NULL,NULL,NULL
"127","oc4ids-o8h2mh-1668396750-127","Construction of two spray races","Construction of two spray races","Construction of two spray races","identification","2022-09-21 03:32:30","Construction","Water and waste",NULL,NULL,NULL
"130","oc4ids-o8h2mh-1671109892-130","Construction of 3-classroom block, a 5-stance latrine block (Boys) and supply of fifty-four (54) 3-seater desks & 3 sets of Teachers furniture at Kihanda Primary School in Isingiro District.","Construction of 3-classroom block, a 5-stance latrine block (Boys) and supply of fifty-four (54) 3-seater desks & 3 sets of Teachers furniture at Kihanda Primary School in Isingiro District.","construct facilities at Kihanda P/S","identification","2022-12-15 13:11:32","Construction","Education",NULL,NULL,NULL
"136","oc4ids-o8h2mh-1675081475-136","Upgrading of Lusalira-Nkonge-Lumegere-Ssembabule Road Project (97Km)","Design and Build of Package 4 Lusalira-Nkonge-Lumegere-Ssembabule Road","Upgrading","identification","2023-01-30 12:24:35","Construction","Road transport",NULL,NULL,NULL
"137","oc4ids-o8h2mh-1675775156-137","Civil Works for the Upgrading of Selected Town Roads in Pallisa (7.5Km) and Kumi (12.2Km) from Gravel to paved (Bituminous) Standard.","Upgrading of Selected Town Roads in Pallisa (7.5Km) and Kumi (12.2Km) from Gravel to paved (Bituminous) Standard.","Upgrading","identification","2023-02-07 13:05:56","Construction","Road transport",NULL,NULL,NULL
"138","oc4ids-o8h2mh-1675846548-138","Additional Works for Full Depth Replacement of Concrete Deck on the Main Bridge and on Ishasha Road Approach Deck of Kazinga Channel Bridge on Kasese-Katunguru-Ishasha Road","Full Depth Replacement of Concrete Deck on the Main Bridge and on Ishasha Road Approach Deck of Kazinga Channel Bridge on Kasese-Katunguru-Ishasha Road","Full Depth Replacement","identification","2023-02-08 08:55:48","Replacement","Road transport",NULL,NULL,NULL
"139","oc4ids-o8h2mh-1676964845-139","Additional Scope of Works required on Kapchorwa-Suam Project.","Additional Scope of Works required on Kapchorwa-Suam Project.","Additional Scope of Works","identification","2023-02-21 07:34:05","Construction","Road transport",NULL,NULL,NULL
